1,1,15
2,2,15
3,3,15
4,4,15
5,5,15
6,6,15
7,7,15
8,8,15
9,9,15
10,10,15
11,11,15
12,12,15
13,13,15
14,14,15
15,15,15
16,16,15
17,17,15
18,18,15
19,19,15
20,20,15
21,21,15
22,22,15
23,23,15
24,24,15
25,25,15
26,26,15
27,27,15
28,28,15
29,29,15
30,30,15
31,31,15
32,32,15
33,33,15
34,34,15
35,35,15
36,36,15
37,37,15
38,38,15
39,39,15
40,40,15
41,41,15
42,42,15
43,43,15
44,44,15
45,45,15
46,46,15
47,47,15
48,48,15
49,49,15
50,50,15
51,51,15
52,52,15
53,53,15
54,54,15
55,55,15
56,56,15
57,57,15
58,58,15
59,59,15
60,60,15
61,61,15
62,62,15
63,63,15
64,64,15
65,65,15
66,66,15
67,67,15
68,68,15
69,69,15
70,70,15
71,71,15
72,72,15
73,73,15
74,74,15
75,75,15
76,76,15
77,77,15
78,78,15
79,79,15
80,80,15
81,81,15
82,82,15
83,83,15
84,84,15
85,85,15
86,86,15
87,87,15
88,88,15
89,89,15
90,90,15
91,91,15
92,92,15
93,93,15
94,94,15
95,95,15
96,96,15
97,97,15
98,98,15
99,99,15
100,100,15
101,101,15
102,102,15
103,103,15
104,104,15
105,105,15
106,106,15
107,107,15
108,108,15
109,109,15
110,110,15
111,111,15
112,112,15
113,113,15
114,114,15
115,115,15
116,116,15
117,117,15
118,118,15
119,119,15
120,120,15
121,121,15
122,122,15
123,123,15
124,124,15
125,125,15
126,126,15
127,127,15
128,128,15
129,129,15
130,130,15
131,131,15
132,132,15
133,133,15
134,134,15
135,135,15
136,136,15
137,137,15
138,138,15
139,139,15
140,140,15
141,141,15
142,142,15
143,143,15
144,144,15
145,145,15
146,146,15
147,147,15
148,148,15
149,149,15
150,150,15
151,151,15
152,152,15
153,153,15
154,154,15
155,155,15
156,156,15
157,157,15
158,158,15
159,159,15
160,160,15
161,161,15
162,162,15
163,163,15
164,164,15
165,165,15
166,166,15
167,167,15
168,168,15
169,169,15
170,170,15
171,171,15
172,172,15
173,173,15
174,174,15
175,175,15
176,176,15
177,177,15
178,178,15
179,179,15
180,180,15
181,181,15
182,182,15
183,183,15
184,184,15
185,185,15
186,186,15
187,187,15
188,188,15
189,189,15
190,190,15
191,191,15
192,192,15
193,193,15
194,194,15
195,195,15
196,196,15
197,197,15
198,198,15
199,199,15
200,200,15
201,201,15
202,202,15
203,203,15
204,204,15
205,205,15
206,206,15
207,207,15
208,208,15
209,209,15
210,210,15
211,211,15
212,212,15
213,213,15
214,214,15
215,215,15
216,216,15
217,217,15
218,218,15
219,219,15
220,220,15
221,221,15
222,222,15
223,223,15
224,224,15
225,225,15
226,226,15
227,227,15
228,228,15
229,229,15
230,230,15
231,231,15
232,232,15
233,233,15
234,234,15
235,235,15
236,236,15
237,237,15
238,238,15
239,239,15
240,240,15
241,241,15
242,242,15
243,243,15
244,244,15
245,245,15
246,246,15
247,247,15
248,248,15
249,249,15
250,250,15
251,251,15
252,252,15
253,253,15
254,254,15
255,255,15
256,256,15
257,257,15
258,258,15
259,259,15
260,260,15
261,261,15
262,262,15
263,263,15
264,264,15
265,265,15
266,266,15
267,267,15
268,268,15
269,269,15
270,270,15
271,271,15
272,272,15
273,273,15
274,274,15
275,275,15
276,276,15
277,277,15
278,278,15
279,279,15
280,280,15
281,281,15
282,282,15
283,283,15
284,284,15
285,285,15
286,286,15
287,287,15
288,288,15
289,289,15
290,290,15
291,291,15
292,292,15
293,293,15
294,294,15
295,295,15
296,296,15
297,297,15
298,298,15
299,299,15
300,300,15
301,301,15
302,302,15
303,303,15
304,304,15
305,305,15
306,306,15
307,307,15
308,308,15
309,309,15
310,310,15
311,311,15
312,312,15
313,313,15
314,314,15
315,315,15
316,316,15
317,317,15
318,318,15
319,319,15
320,320,15
321,321,15
322,322,15
323,323,15
324,324,15
325,325,15
326,326,15
327,327,15
328,328,15
329,329,15
330,330,15
331,331,15
332,332,15
333,333,15
334,334,15
335,335,15
336,336,15
337,337,15
338,338,15
339,339,15
340,340,15
341,341,15
342,342,15
343,343,15
344,344,15
345,345,15
346,346,15
347,347,15
348,348,15
349,349,15
350,350,15
351,351,15
352,352,15
353,353,15
354,354,15
355,355,15
356,356,15
357,357,15
358,358,15
